order_id,product_id,add_to_cart_order,reordered
56749,40690,10,1
56749,40724,1,1
56749,40735,1,1
56749,40760,1,1
56751,40733,2,1
56751,40757,1,1
56757,40593,2,1
56757,40769,3,1
56854,40578,2,1
56854,40587,4,1
56854,40588,2,1
56854,40589,2,1
56854,40760,2,1
56854,40799,2,1
56854,40928,1,0
56856,40630,10,1
56907,40601,1,1
56907,40617,1,1
56907,40649,1,1
56907,40650,5,1
56907,40733,1,1
56907,40745,1,1
56907,40773,3,1
56908,40601,2,1
56908,40757,3,1
56973,40587,5,1
56973,40588,2,1
56973,40589,2,1
56973,40590,5,1
56973,40594,100,1
56973,40601,3,1
56973,40630,10,1
56973,40643,40,1
56973,40690,10,1
56973,40750,4,1
56973,40760,3,1
56973,40774,40,1
56973,40801,1,0
56973,40806,1,1
56973,40924,5,1
56997,40601,1,1
56997,40650,10,1
56997,40757,1,1
56997,40773,5,1
56999,40962,10,1
57096,40587,3,1
57096,40588,2,1
57096,40589,2,1
57096,40630,30,1
57096,40672,3,1
57096,40729,3,1
57096,40760,3,1
57096,40774,30,1
57096,40841,3,1
57105,40586,12,1
57105,40590,8,1
57105,40635,60,1
57105,40643,30,1
57105,40690,5,1
57107,40617,1,1
57107,40650,7,1
57107,40745,1,1
57134,40643,40,1
57197,40601,3,1
57197,40602,3,0
57197,40649,2,1
57197,40650,5,1
57197,40729,3,1
57197,40733,3,1
57198,40601,1,1
57198,40650,10,1
57198,40729,1,1
57198,40733,2,1
57198,40745,1,1
57198,40924,1,1
57236,40578,3,1
57236,40587,2,1
57236,40594,80,1
57236,40760,2,1
57236,40773,2,1
57236,40774,30,1
57236,40799,2,1
57236,40811,2,1
57257,40601,0.25,1
57257,40650,7,1
57257,40745,1,1
57321,40586,10,1
57321,40587,3,1
57321,40590,5,1
57321,40626,20,1
57321,40806,30,1
57321,40844,20,1
57321,40848,10,1
57323,40593,1,1
57323,40601,1,1
57323,40646,2,1
57323,40729,1,1
57323,40745,1,1
57323,40757,1,1
57363,40582,1,1
57363,40587,3,1
57363,40588,2,1
57363,40589,2,1
57363,40594,80,1
57363,40601,3,1
57363,40633,1,1
57363,40669,2,1
57363,40690,10,1
57363,40714,3,0
57363,40734,3,1
57444,40601,1,1
57444,40617,1,1
57444,40650,5,1
57444,40745,1,1
57444,40757,1,1
57444,40924,1,1
57554,40579,4,1
57554,40613,2,1
57554,40631,30,1
57554,40632,2,1
57554,40760,2,1
57554,40774,30,1
57554,40811,1,1
57555,40593,1,1
57555,40773,15,1
57628,40586,10,1
57665,40586,10,1
57666,40579,8,1
57666,40587,5,1
57666,40588,2,1
57666,40594,50,1
57666,40627,5,1
57666,40631,50,1
57666,40643,50,1
57666,40648,4,0
57666,40672,3,1
57666,40753,6,1
57666,40760,3,1
57666,40774,30,1
57666,40806,1,1
57695,40594,100,1
57739,40590,5,1
57739,40635,60,1
57739,40643,30,1
57746,40579,6,1
57746,40582,2,1
57746,40583,3,1
57746,40587,5,1
57746,40588,2,1
57746,40589,2,1
57746,40613,2,1
57746,40630,10,1
57746,40632,2,1
57746,40648,4,1
57746,40690,10,1
57746,40723,1,1
57746,40724,2,1
57746,40735,3,1
57746,40750,2,1
57746,40760,2,1
57746,40769,1,1
57746,40773,2,1
57746,40924,2,1
57835,40583,2,1
57835,40587,3,1
57835,40588,2,1
57835,40589,2,1
57835,40594,60,1
57835,40627,6,1
57835,40648,4,1
57835,40753,4,1
57835,40760,2,1
57835,40771,4,1
57835,40774,30,1
57835,40924,3,1
57836,40577,2,1
57836,40601,1,1
57836,40602,2,1
57836,40618,1,1
57836,40646,1,1
57836,40650,10,1
57836,40773,5,1
57892,40583,2,1
57892,40590,5,1
57892,40615,3,1
57892,40643,50,1
57892,40650,3,1
57892,40760,2,1
57892,40811,2,1
57892,40841,2,1
57961,40586,10,1
57961,40724,1,1
57961,40760,1,1
57961,40806,24,1
57961,40844,8,1
57961,40848,8,1
57961,40863,15,1
58027,40587,4,1
58027,40588,2,1
58027,40589,2,1
58027,40594,0,1
58027,40630,10,1
58027,40648,1,1
58027,40690,10,1
58027,40760,3,1
58027,40774,30,1
58125,40583,2,1
58125,40632,3,1
58125,40637,0.5,1
58125,40729,1,1
58125,40760,3,1
58125,40769,1,1
58125,40839,1,0
58125,40870,0,0
58125,40924,3,1
58127,40587,8,1
58127,40590,10,1
58127,40643,30,1
58127,40690,10,1
58127,40760,1,1
